,Date,Company,Market,StatCaseVolume,StatCaseBaseVolume,StatCaseInc'lVolume,DollarSales,BaseDollars,IncrementalDollars,ACVWtdDist,AvgItemsperStore,AvgPrice/Vol,AvgWklyVolumeSalesper$MMACV,WklyTtlDistPoints,"WtdAvg%PrcRed,AnyMerch","WtdAvg%PrcRed,Feature&/orDisplay","WtdAvg%PrcRed,PrcRedOnly",WtdBasePriceperVolume,"%BaseVolume,AnyMerch","%BaseVolume,Feature&/orDisplay","%BaseVolume,PrcRedOnly",MarkdownDollars
255,Week100,Competitor1,Region1,10,63,24,85,29,29,89,11,100,1,88,21,1,97,61,35,43,10,84
256,Week101,Competitor1,Region1,79,97,66,58,24,11,13,42,43,33,68,34,5,10,52,29,6,5,88
257,Week102,Competitor1,Region1,15,38,97,45,27,75,2,32,18,46,60,65,75,73,81,48,62,95,53
258,Week103,Competitor1,Region1,21,0,51,4,84,0,21,30,0,74,8,68,68,53,6,58,3,35,99
259,Week104,Competitor1,Region1,48,19,55,95,43,72,65,67,59,11,53,68,63,57,40,19,79,58,98
260,Week105,Competitor1,Region1,1,59,99,48,77,69,15,33,15,89,86,79,54,86,3,52,96,52,30
261,Week106,Competitor1,Region1,74,82,87,67,50,57,1,97,4,16,9,12,13,58,65,10,27,55,87
262,Week107,Competitor1,Region1,42,6,100,29,66,33,35,61,25,8,37,3,17,37,68,88,73,37,19
263,Week108,Competitor1,Region1,41,55,55,65,54,54,90,59,74,63,56,78,23,69,57,79,6,98,34
264,Week109,Competitor1,Region1,1,2,1,19,78,31,1,82,59,95,58,19,51,97,96,20,10,40,52
265,Week110,Competitor1,Region1,83,2,0,76,14,94,51,90,83,50,81,54,51,71,74,72,86,85,66
266,Week111,Competitor1,Region1,99,2,10,27,61,92,90,21,9,11,29,84,81,35,15,83,38,26,53
267,Week112,Competitor1,Region1,48,98,13,62,20,29,100,18,74,28,80,81,31,56,26,26,89,54,91
268,Week113,Competitor1,Region1,5,22,48,18,80,34,33,98,57,70,45,7,49,24,30,82,1,8,29
269,Week114,Competitor1,Region1,36,82,99,56,11,86,16,9,39,56,51,83,13,13,42,22,29,7,93
270,Week115,Competitor1,Region1,92,32,93,74,3,88,50,86,31,4,14,97,10,70,31,62,81,10,30
271,Week116,Competitor1,Region1,5,36,15,78,81,7,63,58,10,76,9,59,34,89,43,20,22,23,18
272,Week117,Competitor1,Region1,29,53,59,64,93,21,2,14,38,13,62,97,40,15,86,46,53,14,59
273,Week118,Competitor1,Region1,24,3,73,80,18,75,30,39,89,52,32,9,17,96,94,64,47,10,32
274,Week119,Competitor1,Region1,33,98,23,12,42,1,26,46,59,95,7,59,45,83,96,64,26,93,51
275,Week120,Competitor1,Region1,61,61,67,55,47,74,35,91,71,91,81,79,21,78,54,100,16,82,22
276,Week121,Competitor1,Region1,72,16,74,91,51,23,65,5,32,14,35,39,67,13,73,55,79,80,89
277,Week122,Competitor1,Region1,68,75,3,93,33,93,12,38,42,72,51,6,68,59,22,53,90,64,16
278,Week123,Competitor1,Region1,43,15,5,10,14,86,75,86,96,94,32,94,56,94,83,97,89,78,87
279,Week124,Competitor1,Region1,15,87,18,5,50,25,79,93,59,17,37,18,82,51,81,2,38,42,29
280,Week125,Competitor1,Region1,35,8,75,16,81,24,32,58,98,71,60,18,39,33,32,18,16,100,83
281,Week126,Competitor1,Region1,98,50,32,29,33,76,55,21,40,72,24,67,73,43,91,58,79,77,5
282,Week127,Competitor1,Region1,39,67,79,34,40,51,87,67,14,74,26,43,4,52,91,41,66,5,35
283,Week128,Competitor1,Region1,62,27,34,28,7,34,49,54,2,83,94,53,30,69,64,30,28,50,21
284,Week129,Competitor1,Region1,55,48,98,62,91,83,40,48,16,68,35,3,23,91,42,61,71,59,27
285,Week130,Competitor1,Region1,83,43,9,52,35,36,86,94,20,21,22,0,68,28,84,72,56,85,32
286,Week131,Competitor1,Region1,45,82,30,88,25,48,94,90,90,79,14,62,8,17,32,74,92,38,80
287,Week132,Competitor1,Region1,29,81,54,18,69,11,54,73,28,56,68,67,55,38,12,88,33,74,95
288,Week133,Competitor1,Region1,18,95,45,41,75,66,52,42,34,4,38,3,11,1,76,86,24,95,89
289,Week134,Competitor1,Region1,74,35,90,97,67,60,67,83,73,24,19,5,41,76,87,79,88,65,83
290,Week135,Competitor1,Region1,96,5,39,91,25,94,75,99,14,60,54,73,50,68,44,89,51,79,9
291,Week136,Competitor1,Region1,72,61,46,40,21,43,72,63,23,56,93,44,40,33,4,11,27,40,8
292,Week137,Competitor1,Region1,34,100,96,37,0,83,46,21,94,65,78,89,84,24,40,3,16,45,99
293,Week138,Competitor1,Region1,20,3,17,48,29,22,29,46,54,55,22,13,31,5,76,66,13,77,13
294,Week139,Competitor1,Region1,5,12,50,4,94,47,21,21,1,27,20,66,29,51,47,83,16,2,13
295,Week140,Competitor1,Region1,43,36,64,65,26,0,35,42,48,80,25,12,45,18,99,53,80,95,28
296,Week141,Competitor1,Region1,1,36,74,38,93,99,14,11,76,37,51,24,43,77,31,97,85,83,78
297,Week142,Competitor1,Region1,96,51,70,98,17,85,55,6,26,4,40,69,19,3,78,60,91,0,46
298,Week143,Competitor1,Region1,59,63,76,86,47,25,32,22,28,2,35,7,5,93,65,53,79,17,20
299,Week144,Competitor1,Region1,54,68,78,38,61,28,6,4,48,66,93,4,82,55,58,26,72,37,8
300,Week145,Competitor1,Region1,10,72,64,6,81,46,30,62,73,54,72,29,47,94,55,33,26,28,8
301,Week146,Competitor1,Region1,9,96,18,87,77,6,13,59,52,89,97,38,28,33,55,56,63,84,12
302,Week147,Competitor1,Region1,66,50,99,50,33,0,32,17,100,85,20,26,17,57,60,89,12,57,25
303,Week148,Competitor1,Region1,78,0,100,65,61,86,71,23,91,21,18,4,20,12,16,81,20,0,5
304,Week149,Competitor1,Region1,11,1,2,13,41,16,7,61,40,39,41,36,79,52,63,75,92,17,20
305,Week150,Competitor1,Region1,3,29,70,4,25,63,55,59,41,97,44,9,37,49,62,74,37,48,98
306,Week151,Competitor1,Region1,87,33,64,67,13,45,15,10,92,51,22,18,54,67,76,47,14,6,76
307,Week152,Competitor1,Region1,33,41,78,16,69,20,5,96,0,77,64,36,58,28,28,100,69,17,18
308,Week153,Competitor1,Region1,8,9,59,31,25,12,38,87,91,42,11,0,82,29,3,6,39,13,1
309,Week154,Competitor1,Region1,85,8,34,93,16,15,80,22,33,36,33,19,18,22,1,15,48,65,62
310,Week155,Competitor1,Region1,86,75,72,49,52,19,65,5,37,39,58,40,53,61,15,68,70,8,19
311,Week156,Competitor1,Region1,12,79,40,35,3,89,30,22,27,61,46,26,100,90,51,85,52,19,94
312,Week1,Competitor2,Region1,57,95,29,35,54,88,51,38,37,33,14,23,98,18,79,86,88,89,69
313,Week2,Competitor2,Region1,38,29,92,64,65,77,17,33,49,6,41,5,100,49,19,63,6,23,47
314,Week3,Competitor2,Region1,47,7,18,61,8,42,50,14,27,29,88,13,26,86,65,39,71,11,9
315,Week4,Competitor2,Region1,11,76,57,47,91,37,95,26,29,61,82,16,24,96,96,6,94,41,93
316,Week5,Competitor2,Region1,7,64,62,91,13,21,91,25,91,86,72,61,31,47,12,52,36,77,69
317,Week6,Competitor2,Region1,94,40,94,86,98,6,97,73,32,63,70,85,43,50,72,64,82,100,41
318,Week7,Competitor2,Region1,96,38,63,78,4,50,83,51,97,91,38,91,97,62,50,45,8,74,89
319,Week8,Competitor2,Region1,53,50,42,35,6,63,94,81,71,41,57,9,56,50,74,61,75,66,96
320,Week9,Competitor2,Region1,0,47,1,30,34,98,77,3,48,58,88,39,16,94,74,51,16,47,50
321,Week10,Competitor2,Region1,3,26,62,62,86,77,61,36,84,52,41,72,76,72,70,44,13,30,5
322,Week11,Competitor2,Region1,21,42,88,88,62,35,57,92,44,12,29,9,84,12,84,42,85,12,5
323,Week12,Competitor2,Region1,9,6,6,57,27,43,35,64,61,3,40,73,13,9,54,38,1,16,65
324,Week13,Competitor2,Region1,11,24,33,0,25,89,35,94,19,54,72,16,90,61,77,3,36,80,42
325,Week14,Competitor2,Region1,95,46,63,69,42,22,23,52,71,94,77,15,72,9,46,100,95,81,53
326,Week15,Competitor2,Region1,23,9,63,81,78,62,33,44,7,47,22,22,40,29,71,85,53,75,63
327,Week16,Competitor2,Region1,55,6,65,44,23,25,55,83,69,57,33,85,22,4,95,83,38,37,59
328,Week17,Competitor2,Region1,2,5,17,14,64,51,96,28,82,89,20,83,48,31,86,84,30,52,52
329,Week18,Competitor2,Region1,18,67,86,84,69,90,18,60,8,88,37,52,8,15,32,85,24,34,30
330,Week19,Competitor2,Region1,85,91,24,0,69,13,100,51,89,0,67,71,31,97,58,67,15,20,12
331,Week20,Competitor2,Region1,46,13,76,56,15,99,25,95,79,58,5,28,6,73,7,43,89,22,88
332,Week21,Competitor2,Region1,70,77,57,66,41,60,11,20,77,91,15,16,86,44,84,54,30,21,27
333,Week22,Competitor2,Region1,59,48,16,4,90,86,53,48,73,55,85,26,1,71,40,98,9,93,20
334,Week23,Competitor2,Region1,56,47,72,74,53,26,67,64,54,83,15,60,94,21,68,3,81,8,15
335,Week24,Competitor2,Region1,18,58,29,14,50,96,35,40,7,2,41,82,32,46,27,67,62,29,39
336,Week25,Competitor2,Region1,34,17,70,21,50,89,57,29,44,11,47,66,16,38,81,93,68,48,95
337,Week26,Competitor2,Region1,90,90,24,79,94,11,93,64,39,92,18,14,54,4,90,57,87,17,47
338,Week27,Competitor2,Region1,89,32,43,7,84,88,44,54,28,34,19,10,67,2,36,74,51,53,100
339,Week28,Competitor2,Region1,32,24,69,57,86,23,94,100,96,85,93,40,13,51,34,21,29,34,49
340,Week29,Competitor2,Region1,97,53,79,95,58,65,34,100,21,54,42,2,19,13,40,87,42,5,71
341,Week30,Competitor2,Region1,33,41,77,91,8,9,9,81,23,39,34,58,69,58,42,13,93,64,21
342,Week31,Competitor2,Region1,38,82,41,69,82,84,64,13,60,56,79,76,16,13,5,10,58,3,27
343,Week32,Competitor2,Region1,20,65,34,71,30,90,16,4,22,2,15,81,47,71,83,97,50,93,5
344,Week33,Competitor2,Region1,39,52,59,28,60,60,95,52,97,94,34,1,43,25,17,41,21,67,43
345,Week34,Competitor2,Region1,1,46,27,40,57,85,32,70,48,23,37,90,13,51,40,13,86,16,68
346,Week35,Competitor2,Region1,95,7,4,35,37,66,20,59,70,81,84,34,82,99,65,40,64,32,27
347,Week36,Competitor2,Region1,94,52,97,70,76,85,3,79,1,17,33,56,14,30,66,83,68,11,17
348,Week37,Competitor2,Region1,9,26,54,58,44,5,68,3,97,65,81,54,53,64,77,39,21,97,24
349,Week38,Competitor2,Region1,52,65,88,67,44,55,64,86,44,45,32,9,77,59,67,10,80,8,10
350,Week39,Competitor2,Region1,29,59,66,74,98,99,61,93,39,53,36,71,65,50,5,80,68,41,67
351,Week40,Competitor2,Region1,53,56,9,97,73,94,55,37,89,94,74,1,13,74,67,86,85,50,55
352,Week41,Competitor2,Region1,72,95,30,10,9,61,34,28,51,80,84,4,60,0,8,51,61,62,46
353,Week42,Competitor2,Region1,62,70,20,82,54,21,59,48,4,18,80,44,20,48,64,84,18,16,28
354,Week43,Competitor2,Region1,33,88,41,91,31,62,66,41,94,100,41,11,19,18,82,1,28,53,47
355,Week44,Competitor2,Region1,64,81,87,69,14,93,99,10,35,28,69,62,3,91,100,82,74,7,16
356,Week45,Competitor2,Region1,37,41,72,95,88,37,35,14,11,39,9,17,66,11,87,59,78,44,46
357,Week46,Competitor2,Region1,77,34,37,7,98,79,73,32,96,13,78,57,90,23,56,21,89,65,86
358,Week47,Competitor2,Region1,43,49,36,91,89,52,36,61,19,33,96,53,45,6,76,84,90,78,15
359,Week48,Competitor2,Region1,9,36,22,94,56,39,2,74,51,92,73,62,61,83,12,90,47,92,17
360,Week49,Competitor2,Region1,11,58,8,87,59,80,56,81,52,45,29,52,75,28,89,32,9,44,24
361,Week50,Competitor2,Region1,41,95,21,43,61,95,68,69,86,54,18,18,25,68,93,71,50,79,97
362,Week51,Competitor2,Region1,94,31,81,85,31,54,9,1,12,7,21,4,56,45,69,85,2,92,88
363,Week52,Competitor2,Region1,11,85,96,45,94,14,71,63,75,9,30,99,32,76,75,49,54,78,94
364,Week53,Competitor2,Region1,65,99,86,93,57,31,72,0,80,32,58,23,58,45,78,0,89,90,18
365,Week54,Competitor2,Region1,48,27,2,23,1,41,52,32,72,74,74,68,24,26,86,67,18,16,59
366,Week55,Competitor2,Region1,81,44,36,48,38,60,99,36,16,16,33,69,87,23,13,37,17,99,59
367,Week56,Competitor2,Region1,66,80,52,11,12,0,52,88,20,53,20,95,50,47,57,51,83,13,14
368,Week57,Competitor2,Region1,62,44,48,7,38,61,97,68,41,55,95,21,53,88,65,25,93,90,76
369,Week58,Competitor2,Region1,56,10,78,90,59,82,40,13,0,4,29,8,14,86,64,95,5,5,64
370,Week59,Competitor2,Region1,23,12,33,75,97,78,15,57,38,71,10,66,93,9,93,12,18,5,17
371,Week60,Competitor2,Region1,59,82,98,11,85,39,97,44,21,84,30,74,7,98,58,6,94,64,21
372,Week61,Competitor2,Region1,78,43,30,71,16,89,15,76,51,57,26,69,90,60,75,57,7,83,31
373,Week62,Competitor2,Region1,61,97,14,14,40,35,66,20,94,22,5,62,62,93,61,73,44,48,43
374,Week63,Competitor2,Region1,65,96,35,52,72,52,99,73,28,50,43,15,4,36,56,28,60,52,5
375,Week64,Competitor2,Region1,45,34,6,15,32,29,47,55,57,63,52,10,99,13,26,75,15,26,99
376,Week65,Competitor2,Region1,29,85,85,65,5,74,42,93,1,97,77,59,66,7,47,42,100,88,46
377,Week66,Competitor2,Region1,65,60,68,75,61,48,44,99,33,47,2,13,89,98,100,81,58,63,17
378,Week67,Competitor2,Region1,89,13,63,85,43,28,43,76,9,95,28,17,22,58,77,49,76,30,56
379,Week68,Competitor2,Region1,34,91,30,76,55,32,0,29,56,1,28,18,63,50,50,82,79,80,19
380,Week69,Competitor2,Region1,83,30,56,8,36,87,15,17,11,1,9,68,32,54,81,14,77,93,7
381,Week70,Competitor2,Region1,74,30,44,86,49,39,53,17,68,33,65,90,86,41,80,88,85,63,72
382,Week71,Competitor2,Region1,91,45,96,62,96,51,32,96,56,66,23,68,80,33,29,60,66,16,33
383,Week72,Competitor2,Region1,62,11,7,15,9,91,69,68,25,65,25,76,80,7,72,66,19,79,71
384,Week73,Competitor2,Region1,52,74,47,96,59,97,86,46,61,56,48,51,30,64,71,59,96,58,73
385,Week74,Competitor2,Region1,82,91,23,13,70,57,26,5,72,38,75,29,4,0,74,83,22,73,8
386,Week75,Competitor2,Region1,78,36,44,96,5,95,93,27,48,68,7,67,54,11,0,27,60,27,58
387,Week76,Competitor2,Region1,95,7,77,33,90,82,28,97,50,44,80,60,55,90,67,19,34,53,55
388,Week77,Competitor2,Region1,16,99,89,100,89,23,44,87,97,71,23,84,1,74,47,77,44,9,65
389,Week78,Competitor2,Region1,18,23,30,11,96,51,94,84,27,69,38,45,68,47,74,71,14,87,60
390,Week79,Competitor2,Region1,91,3,85,41,52,95,99,33,6,81,19,98,68,22,31,22,5,23,59
391,Week80,Competitor2,Region1,46,19,45,74,5,96,9,18,96,59,66,38,95,43,80,63,71,41,77
392,Week81,Competitor2,Region1,58,59,38,81,46,9,20,24,5,85,55,38,10,79,36,73,82,56,10
393,Week82,Competitor2,Region1,27,15,40,45,89,13,11,87,63,35,82,67,6,87,71,66,20,26,50
394,Week83,Competitor2,Region1,24,2,36,47,8,58,37,2,52,24,39,3,94,93,33,29,89,94,77
395,Week84,Competitor2,Region1,60,66,77,6,100,26,42,89,30,1,66,27,84,63,76,59,54,58,62
396,Week85,Competitor2,Region1,4,1,24,51,59,27,31,32,32,52,98,52,22,14,31,82,66,99,61
397,Week86,Competitor2,Region1,35,50,12,35,34,50,53,1,96,40,82,38,81,97,54,76,48,49,39
398,Week87,Competitor2,Region1,71,91,10,62,58,34,72,10,53,54,70,26,87,63,37,19,92,6,1
399,Week88,Competitor2,Region1,9,6,14,45,70,94,59,89,36,19,35,97,65,23,90,55,16,76,36
400,Week89,Competitor2,Region1,67,68,68,13,94,64,45,8,17,28,81,96,86,28,24,58,72,59,79
401,Week90,Competitor2,Region1,9,36,49,86,87,12,3,21,97,9,2,0,5,48,91,57,13,88,49
402,Week91,Competitor2,Region1,80,10,11,45,88,58,27,79,74,22,2,8,82,57,14,0,41,21,94
403,Week92,Competitor2,Region1,82,11,87,51,4,95,75,63,93,25,91,54,75,8,97,12,85,70,17
404,Week93,Competitor2,Region1,34,45,46,75,21,68,16,53,17,21,21,82,54,51,57,84,23,60,93
405,Week94,Competitor2,Region1,99,87,79,61,39,56,66,89,36,88,16,4,68,12,4,33,10,87,75
406,Week95,Competitor2,Region1,68,93,20,98,86,23,83,72,11,49,43,88,34,50,70,11,0,5,34
407,Week96,Competitor2,Region1,0,22,68,28,4,63,49,6,88,78,54,99,14,96,78,41,5,2,11
408,Week97,Competitor2,Region1,94,57,77,88,95,72,100,82,97,98,14,35,36,90,10,83,63,97,58
409,Week98,Competitor2,Region1,64,94,29,19,37,28,51,32,60,18,23,23,34,78,97,76,63,42,85
410,Week99,Competitor2,Region1,55,58,89,7,12,31,69,84,5,54,98,47,100,70,70,60,2,6,7
411,Week100,Competitor2,Region1,36,32,52,3,69,66,66,3,81,9,99,76,15,12,38,5,46,50,33
412,Week101,Competitor2,Region1,58,75,58,26,66,17,78,73,41,49,77,95,37,31,17,27,77,3,3
413,Week102,Competitor2,Region1,86,63,43,27,19,41,51,21,82,72,46,12,43,80,81,100,72,22,84
414,Week103,Competitor2,Region1,96,98,0,33,93,47,51,37,76,96,51,94,85,100,97,31,31,34,91
415,Week104,Competitor2,Region1,32,52,100,91,97,43,58,12,22,95,75,65,10,81,37,96,69,62,33
416,Week105,Competitor2,Region1,66,14,21,25,5,92,74,53,81,48,93,95,29,42,65,65,72,58,6
417,Week106,Competitor2,Region1,97,26,48,77,91,70,0,8,71,56,56,75,61,22,98,9,36,16,79
418,Week107,Competitor2,Region1,57,87,86,78,81,64,19,71,51,47,47,7,54,25,62,30,4,82,81
419,Week108,Competitor2,Region1,20,82,56,38,50,26,72,33,24,56,12,90,98,25,70,27,88,56,11
420,Week109,Competitor2,Region1,6,94,76,5,5,56,55,90,80,69,14,36,21,49,36,18,17,43,4
421,Week110,Competitor2,Region1,49,57,71,5,6,48,51,34,100,89,54,73,91,85,86,50,86,0,100
422,Week111,Competitor2,Region1,1,82,75,67,92,24,22,32,35,16,75,34,87,42,97,71,44,14,93
423,Week112,Competitor2,Region1,75,40,36,40,97,74,48,53,43,38,90,24,72,97,96,91,37,62,35
424,Week113,Competitor2,Region1,98,20,91,25,20,98,67,86,11,18,18,6,56,84,80,59,14,74,5
425,Week114,Competitor2,Region1,87,26,52,43,13,50,48,24,16,14,73,87,60,6,74,29,38,73,44
426,Week115,Competitor2,Region1,31,98,53,57,15,76,28,53,79,71,99,77,98,76,46,39,58,84,5
427,Week116,Competitor2,Region1,90,45,79,94,21,6,39,97,39,4,88,93,29,61,73,94,81,59,16
428,Week117,Competitor2,Region1,99,62,41,7,78,86,58,21,1,24,97,56,20,23,4,75,68,76,92
429,Week118,Competitor2,Region1,96,86,95,33,25,58,25,16,95,61,58,71,83,100,81,98,31,67,99
430,Week119,Competitor2,Region1,85,19,9,93,35,14,41,36,69,40,14,5,95,12,18,5,81,25,44
431,Week120,Competitor2,Region1,80,14,38,5,92,56,74,26,93,48,64,89,16,60,98,75,87,17,59
432,Week121,Competitor2,Region1,30,80,68,83,92,22,89,46,0,24,82,19,92,43,56,27,71,10,75
433,Week122,Competitor2,Region1,13,65,86,36,34,94,76,24,36,98,19,11,0,1,53,77,70,49,63
434,Week123,Competitor2,Region1,86,11,63,41,52,19,66,10,64,9,90,4,53,11,93,94,24,29,2
435,Week124,Competitor2,Region1,80,98,100,57,74,32,87,18,24,76,60,58,58,82,75,60,80,18,99
436,Week125,Competitor2,Region1,74,14,15,61,58,60,58,31,95,39,10,76,17,82,37,4,87,56,8
437,Week126,Competitor2,Region1,5,11,35,1,2,69,17,45,75,32,56,0,88,4,58,52,70,86,91
438,Week127,Competitor2,Region1,9,38,17,65,42,15,14,51,91,2,59,94,5,21,12,66,41,95,2
439,Week128,Competitor2,Region1,63,29,68,78,99,49,63,29,46,30,38,64,55,77,76,74,50,92,16
440,Week129,Competitor2,Region1,41,57,8,22,18,11,38,0,42,90,86,95,36,48,93,63,67,71,64
441,Week130,Competitor2,Region1,43,15,10,71,37,31,51,13,11,81,39,38,83,87,73,100,2,77,84
442,Week131,Competitor2,Region1,54,81,99,90,63,15,38,97,81,42,79,6,32,66,88,53,36,0,6
443,Week132,Competitor2,Region1,6,48,33,66,71,76,93,41,83,57,14,98,19,16,74,98,91,34,38
444,Week133,Competitor2,Region1,44,72,97,38,30,87,3,97,73,76,58,58,5,98,56,86,83,66,65
445,Week134,Competitor2,Region1,87,6,92,96,55,42,51,10,80,37,26,100,86,23,35,62,41,1,10
446,Week135,Competitor2,Region1,19,35,89,100,96,34,30,96,26,57,13,35,8,25,64,71,67,66,79
447,Week136,Competitor2,Region1,6,9,89,21,9,58,23,90,58,84,59,14,34,48,93,59,74,84,16
448,Week137,Competitor2,Region1,44,93,88,80,39,25,23,83,87,41,27,62,84,92,49,16,18,48,95
449,Week138,Competitor2,Region1,85,45,93,23,69,70,22,62,66,93,69,10,48,88,93,84,66,94,61
450,Week139,Competitor2,Region1,56,35,40,33,88,16,30,47,100,50,99,97,56,1,13,69,54,29,41
451,Week140,Competitor2,Region1,80,35,46,55,0,18,85,85,10,79,33,30,100,23,61,89,67,63,80
452,Week141,Competitor2,Region1,42,86,87,69,65,31,34,53,29,15,3,25,45,58,18,98,0,8,63
453,Week142,Competitor2,Region1,55,59,31,62,7,39,97,3,31,97,32,52,59,77,58,100,83,50,28
454,Week143,Competitor2,Region1,28,32,39,50,31,5,14,16,34,60,50,59,39,5,83,99,54,24,38
455,Week144,Competitor2,Region1,57,50,78,87,3,48,33,2,97,27,13,69,84,49,36,83,97,83,25
456,Week145,Competitor2,Region1,50,69,14,69,2,87,54,51,83,28,50,73,79,4,0,33,33,91,79
457,Week146,Competitor2,Region1,11,29,18,58,100,11,10,73,6,82,6,40,7,59,46,10,21,68,55
458,Week147,Competitor2,Region1,85,91,64,98,93,19,90,46,22,47,26,8,3,67,53,35,15,48,31
459,Week148,Competitor2,Region1,62,41,45,59,64,69,85,92,59,87,40,4,16,46,77,43,94,76,40
460,Week149,Competitor2,Region1,2,69,44,30,76,88,38,43,30,62,97,36,99,89,22,70,89,94,0
461,Week150,Competitor2,Region1,56,0,98,84,29,91,68,35,85,77,41,29,76,60,71,51,21,14,63
462,Week151,Competitor2,Region1,88,45,27,6,68,25,35,83,81,16,27,97,77,73,79,97,74,0,30
463,Week152,Competitor2,Region1,68,85,15,18,33,42,32,68,89,72,91,0,93,75,79,85,45,8,12
464,Week153,Competitor2,Region1,62,31,67,30,42,26,14,4,32,73,61,83,72,60,32,36,72,25,85
465,Week154,Competitor2,Region1,32,82,90,77,99,10,96,57,37,58,78,60,39,30,96,66,1,57,18
466,Week155,Competitor2,Region1,4,18,7,10,51,54,58,51,84,71,22,17,67,85,98,69,7,46,41
467,Week156,Competitor2,Region1,29,1,16,49,34,88,62,17,13,60,21,29,17,63,47,40,21,53,81
468,Week1,Company1,Region2,91,17,46,89,71,18,22,56,24,77,52,69,58,4,47,60,65,24,84
469,Week2,Company1,Region2,8,71,10,61,89,69,29,88,37,52,45,78,83,82,25,1,87,5,60
470,Week3,Company1,Region2,10,22,61,95,69,36,96,42,70,39,71,88,35,14,90,34,82,55,58
471,Week4,Company1,Region2,83,48,23,11,9,81,48,58,73,18,52,25,24,31,37,1,19,17,57
472,Week5,Company1,Region2,43,47,93,64,2,38,47,50,52,65,17,5,90,7,99,51,41,3,52
473,Week6,Company1,Region2,80,85,61,93,32,15,68,7,74,98,6,33,47,36,4,89,83,67,76
474,Week7,Company1,Region2,61,91,39,24,5,40,6,28,65,70,72,20,25,38,31,10,8,100,80
475,Week8,Company1,Region2,5,70,74,70,16,60,70,69,65,28,37,75,44,80,27,93,54,53,26
476,Week9,Company1,Region2,42,54,88,67,97,89,95,72,4,87,71,58,80,47,30,86,58,29,65
477,Week10,Company1,Region2,17,53,47,10,96,52,74,21,74,38,12,77,42,6,20,80,63,60,90
478,Week11,Company1,Region2,34,32,96,57,52,56,56,24,9,31,92,98,46,11,40,57,77,63,33
479,Week12,Company1,Region2,7,61,74,44,73,39,51,45,96,56,61,73,5,22,99,36,27,68,46
480,Week13,Company1,Region2,80,41,48,79,41,81,15,83,94,81,78,91,87,23,15,76,89,52,9
481,Week14,Company1,Region2,7,56,57,21,35,30,73,73,36,100,71,60,2,70,100,96,31,41,83
482,Week15,Company1,Region2,0,54,94,71,67,34,11,1,23,32,70,97,14,84,100,21,9,73,82
483,Week16,Company1,Region2,100,50,88,61,25,86,83,91,6,58,2,48,63,8,28,18,37,85,3
484,Week17,Company1,Region2,23,5,47,67,32,23,92,47,55,87,97,73,61,4,82,45,54,61,0
485,Week18,Company1,Region2,73,48,66,65,21,23,73,48,68,93,58,55,71,75,93,20,0,7,10
486,Week19,Company1,Region2,38,11,89,96,12,63,11,34,88,2,61,48,54,18,43,87,78,36,1
487,Week20,Company1,Region2,50,27,3,81,23,46,36,37,0,58,64,80,7,40,24,33,57,45,47
488,Week21,Company1,Region2,7,1,33,60,33,97,19,35,97,25,14,60,54,84,2,89,8,72,60
489,Week22,Company1,Region2,27,20,93,37,70,38,28,97,55,95,95,21,96,95,28,47,99,9,93
490,Week23,Company1,Region2,51,66,27,34,92,2,19,11,79,18,18,40,27,25,44,2,81,24,66
491,Week24,Company1,Region2,83,89,31,77,14,89,3,81,73,88,69,7,77,79,84,88,84,76,12
492,Week25,Company1,Region2,94,39,4,45,95,8,50,79,60,65,84,73,3,76,65,19,83,60,86
493,Week26,Company1,Region2,93,2,23,32,39,67,49,44,91,96,13,69,58,29,72,16,46,70,66
494,Week27,Company1,Region2,10,83,68,64,5,90,68,43,0,92,33,26,65,31,52,59,98,24,17
495,Week28,Company1,Region2,64,16,49,17,37,37,74,33,17,22,19,27,67,61,83,25,67,77,94
496,Week29,Company1,Region2,96,26,62,38,17,92,53,75,1,39,88,99,23,59,72,12,87,50,37
497,Week30,Company1,Region2,100,74,19,61,77,0,97,93,86,85,19,29,85,67,43,65,65,43,7
498,Week31,Company1,Region2,91,58,53,85,4,36,82,60,66,71,40,73,93,30,49,3,44,42,42
499,Week32,Company1,Region2,73,91,62,66,91,82,100,55,57,77,85,18,82,18,91,38,14,5,17
500,Week33,Company1,Region2,11,59,63,78,75,47,54,88,95,54,34,83,81,24,42,60,1,96,4
501,Week34,Company1,Region2,77,95,70,99,81,78,30,94,83,36,0,20,97,9,42,66,49,99,6
502,Week35,Company1,Region2,30,76,76,54,40,61,12,78,71,97,23,47,42,38,59,17,66,54,56
503,Week36,Company1,Region2,78,44,55,74,75,26,1,85,18,61,30,0,48,23,68,94,36,53,39
504,Week37,Company1,Region2,18,68,12,68,64,24,20,12,76,21,90,29,32,61,78,84,23,42,19
505,Week38,Company1,Region2,79,54,39,95,98,42,39,82,51,54,100,75,33,83,45,81,1,62,0
506,Week39,Company1,Region2,39,67,86,4,69,54,90,99,76,4,53,84,71,61,3,54,72,52,33
507,Week40,Company1,Region2,29,87,97,76,32,74,21,38,67,86,19,4,52,95,78,97,0,93,99
508,Week41,Company1,Region2,16,75,61,72,46,23,36,36,84,62,70,5,25,52,79,9,91,6,23
509,Week42,Company1,Region2,23,46,19,97,85,66,31,88,27,88,48,57,8,28,70,51,69,80,25
